E-vec,E-val,cumulative,wins,losses,goals,total_yel_card,total_red_card,total_scoring_att,ontarget_scoring_att,hit_woodwork,att_hd_goal,att_pen_goal,att_freekick_goal,att_ibox_goal,att_obox_goal,goal_fastbreak,total_offside,clean_sheet,goals_conceded,outfielder_block,interception,total_tackle,last_man_tackle,total_clearance,head_clearance,own_goals,penalty_conceded,pen_goals_conceded,total_pass,total_through_ball,total_long_balls,total_cross,corner_taken,touches,clearance_off_line,dispossessed,penalty_save,total_high_claim,punches
PCA16,0.02165411463683487,0.8839719820256695,-2.4366980214584187e-05,-0.0066488209894296465,0.009446539665959803,0.1345749291391047,0.060728493087338464,0.007852448333302656,0.017027769906571563,0.07526492886159905,0.15271499992049256,-0.4581127930437993,-0.07266262687772067,-0.05769011922242284,0.28221960978687183,0.30003155103982815,-0.16790122397012772,-0.08379070507321162,0.03141660878991217,0.10043946210681656,0.27087080039946054,-0.07636950277236888,-0.364916547113477,-0.02852460895711301,-0.06777690376515412,-0.10511752902966362,-0.09352002632746728,-0.12015696008857762,-0.05410054834566381,-0.07288443755784427,-0.40548100728141123,-0.007810422518249082,0.08093468633582364,-0.12335908928607192,0.12151020044267197,-0.10714210011871383,0.0696808850318393,0.12384717145144993,0.1461928765126204
PCA17,0.020251665004877368,0.8985718114353917,0.1213014636419361,-0.07054442900218622,-0.004272757286384488,0.13521866567032048,0.04758555368377733,0.05906258328566821,0.06038042313062589,0.22550620146995318,-0.09800936554490457,-0.301718750877777,0.08162957016436885,0.02045617780581004,-0.10365602530191528,-0.20809508030370805,-0.5808865663240754,0.12970889470819402,-0.137248387217202,-0.03264447237475433,-0.1828085566965693,0.0664162602943062,0.18133616093194038,0.10884444347956754,0.1832798027746663,0.1423410440166626,0.026908285900757632,0.005816140988567113,0.025925415816652017,0.040215690130218494,0.02382708355035029,-0.09477514453471272,0.0241980119687613,0.03437078487741363,0.4213945341626558,-0.03091122913303117,0.017058577656089088,-0.011525908658182682,-0.18999908767967852
PCA18,0.018897163812629066,0.9121951539075049,0.02914801316680137,-0.10220561225148549,-0.007412538814528163,0.052750792413995905,-0.11512508970937467,-0.16021574909103664,-0.09555934901104604,-0.013221926414984228,0.03911870667692613,0.13644150895331505,-0.10329741988316446,-0.029689533644321576,0.09290718406006802,-0.2499705212848436,-0.0726329831922418,0.027087871453285166,-0.09997365178047654,-0.030089826477733735,0.24534863132778487,0.06533871248959289,0.13616452952180244,0.10060643152490586,0.12910154105757485,-0.0014141432505290485,-0.021404712046279816,-0.024868819567494267,-0.06868025617980297,0.04838841465931021,-0.5338308244984128,-0.16018677361625894,-0.05938822532281782,-0.07972090583307424,-0.3096992421977201,-0.0015282259754706975,0.06720173773150002,-0.40068270154092933,-0.34421612868223384
PCA19,0.01699311465646105,0.9244458293489776,0.041673011949850985,-0.13667626081513512,-0.05000193130072045,0.23701585157031563,-0.03356507022844858,-0.06248652433047694,-0.08613865278428412,-0.390653608906673,0.12384191049530056,-0.04613749031573648,0.0629641978614734,-0.08615097449717005,0.12878230716540365,-0.22488890675063708,-0.02015673030173605,0.18017266954409872,-0.1036552893456352,0.06725258258611183,-0.14334566712924554,-0.0032501661774904447,0.09772892726952258,-0.13595546792228375,-0.21737233411445459,0.03139244946164209,0.05178249812443665,-0.008198555529358354,0.015580558967352647,-0.053654318665524545,-0.11140544602212563,0.11984445175629505,-0.07872373781699661,-0.0033403920437105085,0.19961899244614187,0.38533118518901904,0.061078986444540975,-0.26780117343566656,0.4606941239582705
PCA20,0.016550709704131947,0.936377566232437,-0.07387575971102031,0.09883285441580479,-0.04093640535510562,-0.07946624437120793,-0.05888340193994735,-0.1404261652784024,-0.07273556682049595,-0.04701638812487409,-0.032404072277419343,0.12523803894808752,0.2279693235016978,0.05916539672893777,-0.43862256533435107,0.2356991999605289,-0.06482537460427977,0.11781120068662532,0.03621756206552755,0.02394471736780204,0.0012319153545985659,0.013111870594435658,-0.34115135338613334,-0.03841984113858409,-0.18799850827912756,-0.0334016875349558,-0.03080737690148341,-0.07011526256464004,0.01679762763010859,0.20278702025505996,-0.21129602492081015,0.06717855386424959,-0.05262608669296715,0.010977377483427458,0.1977068797635635,0.44515579419962237,0.05524851153121849,0.033507875876024634,-0.3327783209840794
PCA21,0.014775406686977448,0.9470294517459088,-0.01912511174194097,-0.047230703690535523,-0.032958576958715194,-0.0036043950271397868,0.10315276502586154,0.12902692107811445,0.008116384477870888,0.005285780433202804,0.06805803876839449,0.003121466618172853,-0.23303651010110862,-0.1421383523218785,0.4395712046382441,0.0575726326370377,0.03250642263099843,0.001436859134294026,-0.010188657724736719,0.11860780524381434,-0.03381652794701115,0.1350529000721669,0.15216685484845735,-0.17430429223085311,-0.2044708802729827,0.024158914793361033,-0.045295965049524683,0.0064232581270121224,-0.15102210301223146,-0.04923211183353285,0.2288242415397226,-0.18622927993643154,0.04186336820828476,-0.19255704447587435,0.05143822590329095,0.4123936235696547,0.016177170814911677,0.17706823003745092,-0.45295174749836964
PCA22,0.012962728237920284,0.9563745411947342,-0.06424189431558934,0.027919206933517134,-0.11270571179299849,-0.19035322363681598,-0.016100935140744357,-0.006006826548866598,-0.07095094392673451,0.6328192284813985,0.1032520949597685,0.08986849664676977,0.10279235874955467,-0.10071378188746931,-0.09090389208443654,0.05615434298023762,-0.09512941050996579,0.1798398528574901,-0.059348277002200696,-0.07007509764114875,-0.12119527585727607,0.24214013237252094,0.07448136032701758,-0.1179617864579872,-0.17735082779757824,-0.054871814995246335,0.01154579607878669,0.023611109260960224,-0.23474677588635726,-0.12169994647274854,-0.08291233830656569,-0.031127972551281538,-0.12136049332436,-0.27183438412820354,-0.16770987704456886,0.07643993647100791,-0.0656761005300963,-0.0532764406685553,0.3228575059367965
PCA23,0.01140513823657298,0.9645967329309771,-0.010662901764395256,0.0029677348606811406,0.00997334189549838,-0.012610667494750245,-0.08358098142228942,0.08906279301440938,0.009445904139034247,-0.26978834886155834,0.0673219208309671,0.04828118260510167,-0.037846903806915515,0.025568591967828538,-0.06527808810884068,0.05476905781377446,0.16718029368977216,0.04808285782187624,-0.036544789056374656,-0.5696314732179244,-0.0239195119985083,0.3632286836506019,0.02776741252897949,-0.056340821219837724,-0.19684869011691095,0.0960657000243012,-0.0004526365131523629,-0.012553278943842717,-0.1278511699371787,-0.17489885130277186,-0.13410034857325304,0.0001310273352385454,-0.019884950877871427,-0.19403218551368137,0.33281430698665787,-0.3492886158672556,0.05488769076397646,0.04987715263038189,-0.11713233905650527
PCA24,0.009716234456031432,0.9716013602309429,0.11359094322671856,-0.0391508851582462,0.05446068168910975,0.04435951094445573,0.06174511017845099,-0.3221399508927568,-0.29861557493656304,0.2758041854268886,-0.0723430826964742,0.15201371003850095,-0.010118087119943442,-0.013253924173089791,0.3045431687162388,0.046189848152513514,0.05692389190307926,0.040170388098601365,0.0491234685479245,-0.40952894845792087,0.13746682168105812,-0.4048191417217852,0.05981087466569548,0.03846336731533138,0.05107306670757733,0.007279321142688254,0.013908432979618721,-0.0228846241845946,0.07341825672538703,-0.04831035181321899,0.05498606662945456,0.25200672196682666,-0.2685166018145513,0.05244407066272731,0.23493892671712704,0.08470855887464922,-0.009031648725622735,0.06136744520692628,-0.05279184300192951
PCA25,0.008203715034907876,0.9775155820989613,0.1597988460576641,-0.1545034607448767,0.09960231325837333,-0.10217719494552506,-0.0013620137336512452,0.19789269401377066,0.17654280319728127,-0.0720414987038879,-0.22367839126261838,-0.11712653486612754,0.04904762151947896,0.16358158356041116,-0.22928885573871088,-0.11878378562645871,0.028882761279618873,-0.19628490768441462,-0.07828675257653823,-0.19098689474438083,0.16517446388695436,-0.45154791263276167,0.011145490366049754,0.07063050727534378,-0.037211033041910715,0.024695750331272307,0.008148246732692604,-0.010529783166375352,-0.3376181207748151,-0.110743790070184,0.040853002738091726,-0.11420740570118179,0.0748099968393572,-0.4061882740183901,-0.048689893107440776,0.2311770462852463,-0.02189699238852312,-0.024950362520085215,0.0788682732139395
PCA26,0.0071271921453033415,0.9826537171346079,-0.07101026081569589,0.3561064477612099,-0.19939886569494444,0.0072086749455012415,-0.03442760774272177,0.36742074555306137,0.1323086911253615,-0.0902449367165009,0.16437294127817784,0.11345090912630515,0.02914030479271401,-0.2534024597646482,0.1580784020750015,-0.014256468869521314,-0.07784923515336346,0.3803901460689625,-0.009686845866605481,-0.15558578708352394,0.014721763964660295,-0.30023280361029997,-0.15341877739160087,0.037088621355446764,0.11968418843907357,0.009946661611565329,0.06328023230871457,0.032029112978519354,-0.1455018405264269,0.4030049015896223,0.06697427177995154,-0.027814942738957564,-0.08118993177300546,-0.09130837204579546,-0.011305443713808132,-0.1050367598659041,-0.0016890803728255004,-0.10788371340223579,0.001499431690038625
PCA27,0.005896361178664377,0.9869045215660399,-0.21197672337362125,-0.10529414118883552,-0.2915356614627354,0.02369081269462623,0.027746188254402185,0.08680516824775084,0.027458452322271176,0.013536730545512451,0.13155176018474757,0.18604344355237165,0.09527342305840647,-0.2831835887783899,-0.14706189592595226,0.20914923781130135,0.010290949128428824,0.0914722229466518,-0.06220950223295935,-0.046952145108627025,0.11116355644350376,-0.26578195889671186,0.17611810827603497,0.019639696490091937,0.10621829554960158,0.004129953672251911,0.006816371439823513,0.07326530666680843,0.15292152860937352,-0.4889221786614159,-0.09785397287839241,-0.21572407252434278,0.35573475784570324,0.19099284205060668,0.10802352158393538,0.05707707535801709,-0.0033510823172071165,-0.005408099289551507,-0.020663347233539447
PCA28,0.005011118844503908,0.9905171371343886,-0.04199521598173694,-0.09546132588588489,0.009865079384416182,-0.0351420442612171,-0.00015105519105042698,-0.3539802103592039,-0.3180353678023991,0.012357030266192576,0.07289586921339783,-0.03898393092896062,0.02357905582439259,0.002290692982894575,0.039840726050104455,-0.08333660967030088,0.06528456177694979,0.05450077085231324,0.08415987815544151,-0.14210493490984918,-0.04710663385958269,0.0071257960923436685,-0.04981089263495098,0.04857178220939181,-0.007685292237043077,0.012968051514397852,0.01313188774195407,0.005979368532888251,-0.12077381240314682,0.3918710474308846,0.11692217774529505,-0.27786860077875947,0.644423678329142,-0.09120116578800759,0.051336340303825966,-0.03017982504465358,-0.031571140769350005,0.02179765103205458,0.12473843116325939
PCA29,0.004707656016415035,0.993910980294581,0.3184133006672646,0.5067975476058459,0.20164330258381502,0.04101584738305431,0.012791437480709128,-0.09325614302632905,-0.016814726424266624,-0.01719084913347807,-0.04701356138798696,-0.10924880320718283,-0.022588324071170326,0.23085125318947686,-0.03732251275419149,-0.020080463372117066,0.10260002896542776,0.48010427852491994,0.2867618567555665,0.09444092431528345,0.12699765392559687,0.02020869637249042,0.12784478206832495,-0.07836978795149123,0.08497673714161533,-0.0012944022941082448,-0.00410602090888669,-0.01901166805692922,-0.04569730217648904,-0.31693153431479715,-0.013792369435404433,-0.06912886301656081,0.15899459937591784,-0.009260774481505668,-0.027550981724949693,0.06445327903330572,0.058153220205490366,-0.011995390736712373,-0.01161254774979966
PCA30,0.0027138168570993593,0.9958674250191671,0.2156047571307218,0.512651145741496,-0.0015485083970148417,-0.027229190320096644,-0.014632186842932559,-0.026729351754084793,-0.1565961614332911,0.013700869207319652,0.0817971505290837,0.041154403829099837,0.024743491994602664,-0.008236563375309564,0.010117782016497281,0.018677622150713197,0.04071795302349508,-0.3894845320406134,-0.6294590867478251,-0.03095382344082112,0.004505910081588431,0.03105676902791166,-0.01951959417278809,-0.21943770371888127,0.1412652960179253,0.021419226079606373,-0.00864970622796575,0.0458413262237206,0.039679657526279485,0.00036797236460882343,-0.014280064733304905,-0.08705466794592115,0.07724731077746083,0.04139731570794414,0.07128343905761544,0.08282326803459161,-0.002600239272008334,-0.019120812703383963,0.05302036535646721
PCA31,0.002002840269731702,0.997311312534883,-0.7184264772548614,0.1778419820636939,0.3169167501382054,0.0353255057494655,0.03782150143766318,-0.11120086240574623,0.10341747595841044,0.009622948154772146,-0.03113216525905039,-0.045295864479370035,-0.018340787874367534,0.32297739026926603,0.11292003408838655,-0.03051452387748884,-0.015005583799836575,0.16257344034318405,-0.33004262822364994,-0.002999536580713849,0.028312483588375084,-0.08266018261843774,0.06570783582775458,0.1879717338827408,-0.11615348178494499,-0.0021399757642130215,0.02755970047546344,-0.005233377918420046,0.023508888587872596,-0.05946712193217393,0.023219556023812406,-0.027614833609073824,-0.0054514229871368836,-0.03654827862421626,0.00787805943737301,0.01941843049941981,-0.006760425268059481,0.007271819169074732,0.012615582346576518
PCA32,0.0016033868848149822,0.9984672261346016,-0.2842879816409165,-0.17884455358462692,0.13717094425640022,-0.03578184143940474,-0.014729855185340358,0.26716036957496125,-0.3283736103022331,-0.03930049280863048,-0.052485038108507534,-0.05561452709901196,0.026410389508554646,0.15506744439267228,-0.017150234657174378,-0.008263195870383412,0.005194442010663835,0.046371860968200874,0.10916316619127593,-0.05937995871510556,-0.023436824629733566,0.025365273089716957,-0.06677336994145452,-0.579471622629941,0.5239777796229259,-0.01288774205322761,0.062101291167434396,-0.06453706427482986,-0.044598218441044606,-0.008951263278448956,-0.05501474575586094,-0.013376163309018186,-0.05317993328374228,-0.018656495627853063,0.0026964694973259686,0.0653846319118998,-0.022830912207233586,0.00924533483766808,0.006391634193896677
PCA33,0.0011311661318731058,0.9992827063706922,0.05013367387883141,0.01947507304357261,0.09762129559327097,0.025899486165258587,-0.02903942637973153,0.5292233163722365,-0.669748214143825,0.02535206604234943,-0.0011634242187782329,-0.005264252553424706,0.005570405545627751,0.11025495098115771,-0.028420316395989152,0.014926723616618499,-0.01975951659269365,-0.006370949118896225,0.003905398789439069,0.08753536494486812,0.017688758284122606,-0.02641133909888507,0.021846349374199454,0.352793681650122,-0.27533235957794105,-0.001685374393093293,-0.09337041717920051,0.09115376526027195,0.06845472101065264,-0.032677743822103186,-0.014877070806087443,-0.04505019505500162,-0.005211877447616579,0.07657379045830237,-0.02121527222633011,-0.031193134655240755,0.020170971144135186,-0.029434204813944653,-0.006668734630584276
PCA34,0.0006860815368228643,0.9997773162408613,0.04822590815455053,0.03162442926514137,-0.020236954663526322,-0.0071435975750720835,-0.0070484985053144945,0.06120523728442084,-0.05565189701229963,0.003708069383452856,0.01615866026043213,0.011212440844664155,-0.014962637218723991,-0.01956044093556963,0.006427151288973912,0.02399303209346999,0.008213889398411563,-0.032972332859172615,-0.015130996849066873,0.030724563395609156,0.014367553910424283,0.023265236224107692,0.029474388102398847,0.09090493456219233,-0.06356877639443438,0.0020279631992109904,0.7076709537316703,-0.6282159585039424,0.1196919421486739,-0.030022086706580107,-0.008211626161590421,-0.03696629452857962,0.027218314986286525,-0.05382426659587893,-0.01616720465873259,0.0008570811073817953,-0.2332747797594329,0.013174653335880887,-0.028952291707856813
